220104|WHEAT-SRW - CHICAGO BOARD OF TRADE|142158|135922
220111|WHEAT-SRW - CHICAGO BOARD OF TRADE|152998|140887
220118|WHEAT-SRW - CHICAGO BOARD OF TRADE|155144|149984
220125|WHEAT-SRW - CHICAGO BOARD OF TRADE|152603|156128
220201|WHEAT-SRW - CHICAGO BOARD OF TRADE|149988|144888
220208|WHEAT-SRW - CHICAGO BOARD OF TRADE|152212|144240
220215|WHEAT-SRW - CHICAGO BOARD OF TRADE|156858|146845
220222|WHEAT-SRW - CHICAGO BOARD OF TRADE|154648|144019
220301|WHEAT-SRW - CHICAGO BOARD OF TRADE|157102|156799
220308|WHEAT-SRW - CHICAGO BOARD OF TRADE|148158|153654
220315|WHEAT-SRW - CHICAGO BOARD OF TRADE|147417|152669
220322|WHEAT-SRW - CHICAGO BOARD OF TRADE|145144|152174
220329|WHEAT-SRW - CHICAGO BOARD OF TRADE|138288|147723
220405|WHEAT-SRW - CHICAGO BOARD OF TRADE|131605|146937
220412|WHEAT-SRW - CHICAGO BOARD OF TRADE|125657|146915
220419|WHEAT-SRW - CHICAGO BOARD OF TRADE|126766|147191
220426|WHEAT-SRW - CHICAGO BOARD OF TRADE|127445|144837
220503|WHEAT-SRW - CHICAGO BOARD OF TRADE|124006|138231
220510|WHEAT-SRW - CHICAGO BOARD OF TRADE|120631|138410
220517|WHEAT-SRW - CHICAGO BOARD OF TRADE|120341|146361
220524|WHEAT-SRW - CHICAGO BOARD OF TRADE|115722|140061
220531|WHEAT-SRW - CHICAGO BOARD OF TRADE|117565|136212
220607|WHEAT-SRW - CHICAGO BOARD OF TRADE|116146|136009
220614|WHEAT-SRW - CHICAGO BOARD OF TRADE|128087|146176
220621|WHEAT-SRW - CHICAGO BOARD OF TRADE|125399|140806
220628|WHEAT-SRW - CHICAGO BOARD OF TRADE|118839|120710
220705|WHEAT-SRW - CHICAGO BOARD OF TRADE|121006|120383
220712|WHEAT-SRW - CHICAGO BOARD OF TRADE|122406|117365
220719|WHEAT-SRW - CHICAGO BOARD OF TRADE|118634|115461
220726|WHEAT-SRW - CHICAGO BOARD OF TRADE|122221|114153
220802|WHEAT-SRW - CHICAGO BOARD OF TRADE|127784|116896
220809|WHEAT-SRW - CHICAGO BOARD OF TRADE|125605|115666
220816|WHEAT-SRW - CHICAGO BOARD OF TRADE|126007|118559
220823|WHEAT-SRW - CHICAGO BOARD OF TRADE|130606|118263
220830|WHEAT-SRW - CHICAGO BOARD OF TRADE|119733|104819
220906|WHEAT-SRW - CHICAGO BOARD OF TRADE|121265|107588
220913|WHEAT-SRW - CHICAGO BOARD OF TRADE|119219|106242
220920|WHEAT-SRW - CHICAGO BOARD OF TRADE|113055|103073
220927|WHEAT-SRW - CHICAGO BOARD OF TRADE|118360|113685
221004|WHEAT-SRW - CHICAGO BOARD OF TRADE|121472|119571
221011|WHEAT-SRW - CHICAGO BOARD OF TRADE|126068|117363
221018|WHEAT-SRW - CHICAGO BOARD OF TRADE|125771|115237
221025|WHEAT-SRW - CHICAGO BOARD OF TRADE|134862|114966
221101|WHEAT-SRW - CHICAGO BOARD OF TRADE|134777|112284
221108|WHEAT-SRW - CHICAGO BOARD OF TRADE|135610|111924
221115|WHEAT-SRW - CHICAGO BOARD OF TRADE|138565|109255
221122|WHEAT-SRW - CHICAGO BOARD OF TRADE|140968|110386
221129|WHEAT-SRW - CHICAGO BOARD OF TRADE|130938|93914
221206|WHEAT-SRW - CHICAGO BOARD OF TRADE|135857|93037
221213|WHEAT-SRW - CHICAGO BOARD OF TRADE|137316|94422
221220|WHEAT-SRW - CHICAGO BOARD OF TRADE|134282|93183
221227|WHEAT-SRW - CHICAGO BOARD OF TRADE|138319|97664
230103|WHEAT-SRW - CHICAGO BOARD OF TRADE|141962|104326
230110|WHEAT-SRW - CHICAGO BOARD OF TRADE|140763|97234
230117|WHEAT-SRW - CHICAGO BOARD OF TRADE|141956|96695
230124|WHEAT-SRW - CHICAGO BOARD OF TRADE|142422|91999
230131|WHEAT-SRW - CHICAGO BOARD OF TRADE|134236|92672
230207|WHEAT-SRW - CHICAGO BOARD OF TRADE|140063|91148
230214|WHEAT-SRW - CHICAGO BOARD OF TRADE|137429|99342
230221|WHEAT-SRW - CHICAGO BOARD OF TRADE|140224|92672
230228|WHEAT-SRW - CHICAGO BOARD OF TRADE|136414|70285
230307|WHEAT-SRW - CHICAGO BOARD OF TRADE|142659|71576
230314|WHEAT-SRW - CHICAGO BOARD OF TRADE|139342|74288
230321|WHEAT-SRW - CHICAGO BOARD OF TRADE|133069|73744
230328|WHEAT-SRW - CHICAGO BOARD OF TRADE|132616|72292
230404|WHEAT-SRW - CHICAGO BOARD OF TRADE|129015|74151
230411|WHEAT-SRW - CHICAGO BOARD OF TRADE|134826|72508
230418|WHEAT-SRW - CHICAGO BOARD OF TRADE|143559|78316
230425|WHEAT-SRW - CHICAGO BOARD OF TRADE|137977|62608
230502|WHEAT-SRW - CHICAGO BOARD OF TRADE|141257|57887
230509|WHEAT-SRW - CHICAGO BOARD OF TRADE|140058|59435
230516|WHEAT-SRW - CHICAGO BOARD OF TRADE|138443|62645
230523|WHEAT-SRW - CHICAGO BOARD OF TRADE|141282|60696
230530|WHEAT-SRW - CHICAGO BOARD OF TRADE|154656|65809
230606|WHEAT-SRW - CHICAGO BOARD OF TRADE|158400|73036
230613|WHEAT-SRW - CHICAGO BOARD OF TRADE|149603|69027
230620|WHEAT-SRW - CHICAGO BOARD OF TRADE|136416|72554
230627|WHEAT-SRW - CHICAGO BOARD OF TRADE|125549|74257
230703|WHEAT-SRW - CHICAGO BOARD OF TRADE|123400|72347
230711|WHEAT-SRW - CHICAGO BOARD OF TRADE|121935|76429
230718|WHEAT-SRW - CHICAGO BOARD OF TRADE|119240|76205
230725|WHEAT-SRW - CHICAGO BOARD OF TRADE|121245|93844
230801|WHEAT-SRW - CHICAGO BOARD OF TRADE|125442|93562
230808|WHEAT-SRW - CHICAGO BOARD OF TRADE|127107|101529
230815|WHEAT-SRW - CHICAGO BOARD OF TRADE|137515|103602
230822|WHEAT-SRW - CHICAGO BOARD OF TRADE|135137|101359
230829|WHEAT-SRW - CHICAGO BOARD OF TRADE|130515|80313
230905|WHEAT-SRW - CHICAGO BOARD OF TRADE|130578|86418
230912|WHEAT-SRW - CHICAGO BOARD OF TRADE|133152|86631
230919|WHEAT-SRW - CHICAGO BOARD OF TRADE|132640|82174
230926|WHEAT-SRW - CHICAGO BOARD OF TRADE|139031|84030
